split,image,mask
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/85.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/85.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/322.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/322.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/23.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/23.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2034.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2034.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/251.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/251.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1101.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1101.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2218.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2218.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1607.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1607.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1389.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1389.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2753.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2753.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2910.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2910.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2812.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2812.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/109.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/109.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/290.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/290.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1813.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1813.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1392.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1392.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1363.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1363.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2113.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2113.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2512.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2512.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2476.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2476.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/218.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/218.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1526.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1526.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1442.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1442.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/635.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/635.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2206.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2206.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/702.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/702.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/140.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/140.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/693.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/693.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3022.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3022.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/831.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/831.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/578.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/578.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/708.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/708.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1112.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1112.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1980.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1980.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1398.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1398.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2199.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2199.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1928.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1928.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1773.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1773.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1686.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1686.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/91.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/91.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1775.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1775.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/935.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/935.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2305.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2305.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/587.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/587.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/915.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/915.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1190.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1190.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1086.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1086.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1209.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1209.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/196.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/196.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2310.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2310.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2143.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2143.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/201.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/201.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/724.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/724.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2704.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2704.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1024.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1024.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2689.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2689.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/632.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/632.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/216.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/216.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1356.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1356.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1558.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1558.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2439.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2439.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2434.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2434.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/259.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/259.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2839.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2839.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/26.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/26.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2614.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2614.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/658.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/658.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/944.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/944.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2389.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2389.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2644.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2644.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2127.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2127.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2133.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2133.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1343.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1343.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2716.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2716.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/785.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/785.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/366.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/366.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1378.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1378.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1259.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1259.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2971.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2971.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1908.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1908.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/210.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/210.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1837.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1837.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3039.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3039.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2355.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2355.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2698.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2698.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1804.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1804.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2595.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2595.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/567.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/567.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1207.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1207.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2431.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2431.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2344.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2344.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/299.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/299.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/819.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/819.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1447.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1447.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1709.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1709.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1912.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1912.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1668.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1668.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2484.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2484.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1188.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1188.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/3030.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/3030.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1885.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1885.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/286.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/286.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2005.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2005.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2521.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2521.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/314.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/314.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/839.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/839.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2258.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2258.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1139.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1139.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2760.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2760.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/810.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/810.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1413.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1413.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2477.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2477.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1663.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1663.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2659.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2659.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2341.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2341.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2101.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2101.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/111.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/111.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/284.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/284.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/683.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/683.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2724.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2724.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2321.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2321.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1166.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1166.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1594.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1594.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2807.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2807.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2559.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2559.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/45.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/45.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1841.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1841.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/2371.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/2371.png
train,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/images/1116.png,/sessions/rcw-01rhzohs6sarhhp2xkz1oted/mnt/MVI_Brain_Tumor/masks/1116.png
